unit_id,cycle,RUL,anomaly_score,is_anomaly,alert_level
1,1,320,0.06062698963704011,0,🟢 OK
1,2,319,-0.05536485696410154,0,🟢 OK
1,3,318,-0.021682091526172842,0,🟢 OK
1,4,317,-0.004401409385895727,0,🟢 OK
1,5,316,-0.027589918523336587,0,🟢 OK
1,6,315,-0.010436150404825595,0,🟢 OK
1,7,314,0.0039988372323976895,0,🟢 OK
1,8,313,0.01637014686383481,0,🟢 OK
1,9,312,0.017533623537369925,0,🟢 OK
1,10,311,0.028312697262436126,0,🟢 OK
1,11,310,0.009714760212318152,0,🟢 OK
1,12,309,0.02247222895423262,0,🟢 OK
1,13,308,0.006065173648505229,0,🟢 OK
1,14,307,0.002674618404547746,0,🟢 OK
1,15,306,0.028052805090780897,0,🟢 OK
1,16,305,0.015243884289719178,0,🟢 OK
1,17,304,-0.001236403109030948,1,🟢 OK
1,18,303,0.0085972751613973,0,🟢 OK
1,19,302,-0.007505637037037327,1,🟢 OK
1,20,301,-0.002904603573682163,1,🟢 OK
1,21,300,-0.016108950790263865,1,🟢 OK
1,22,299,-0.004894501383752914,1,🟢 OK
1,23,298,-0.003297149710855596,1,🟢 OK
1,24,297,-0.015596957091842278,1,🟢 OK
1,25,296,-0.026119122942319883,1,🔴 ALERT
1,26,295,-0.024999635684642585,1,🔴 ALERT
1,27,294,-0.018183950488224743,1,🔴 ALERT
1,28,293,-0.03510914867466852,1,🔴 ALERT
1,29,292,-0.02647242973139896,1,🔴 ALERT
1,30,291,-0.030857193336757294,1,🔴 ALERT
1,31,290,-0.014328527816864334,1,🔴 ALERT
1,32,289,-0.017880386730323106,1,🔴 ALERT
1,33,288,-0.01752898108640988,1,🔴 ALERT
1,34,287,-0.012629879647670594,1,🔴 ALERT
1,35,286,0.010738402721319873,0,🔴 ALERT
1,36,285,0.01190750420908615,0,🔴 ALERT
1,37,284,0.010816836834662336,0,🔴 ALERT
1,38,283,-0.024011841680794732,1,🔴 ALERT
1,39,282,-0.0035283928704042955,1,🔴 ALERT
1,40,281,-0.008279183094950682,1,🔴 ALERT
1,41,280,-0.010656075094412132,1,🔴 ALERT
1,42,279,0.011217211127214466,0,🔴 ALERT
1,43,278,-0.004337195427563945,1,🔴 ALERT
1,44,277,-0.03673070666762379,1,🔴 ALERT
1,45,276,-0.03722191499693872,1,🔴 ALERT
1,46,275,-0.04623072550052121,1,🔴 ALERT
1,47,274,-0.057569392620180126,1,🔴 ALERT
1,48,273,-0.017186827006649197,1,🔴 ALERT
1,49,272,-0.02313329055684432,1,🔴 ALERT
1,50,271,-0.02784460195944971,1,🔴 ALERT
1,51,270,-0.027050850026167805,1,🔴 ALERT
1,52,269,-0.03687090154160577,1,🔴 ALERT
1,53,268,-0.030027864856813746,1,🔴 ALERT
1,54,267,0.021937854146620084,0,🔴 ALERT
1,55,266,0.02316626716882164,0,🔴 ALERT
1,56,265,0.030571904848241793,0,🔴 ALERT
1,57,264,0.005259611032019551,0,🔴 ALERT
1,58,263,0.005989156046267596,0,🔴 ALERT
1,59,262,0.0008381915759790859,0,🔴 ALERT
1,60,261,-0.0027008468559239773,1,🔴 ALERT
1,61,260,-0.010845724315847405,1,🔴 ALERT
1,62,259,-0.010029419768501247,1,🔴 ALERT
1,63,258,-0.012114165703599022,1,🔴 ALERT
1,64,257,-0.011616608487960534,1,🔴 ALERT
1,65,256,-0.01846646174871358,1,🔴 ALERT
1,66,255,-0.023312766402387775,1,🔴 ALERT
1,67,254,0.018323293110616534,0,🔴 ALERT
1,68,253,0.012572595207331505,0,🔴 ALERT
1,69,252,0.029755355056110655,0,🔴 ALERT
1,70,251,0.03753898725886634,0,🔴 ALERT
1,71,250,0.031189150805939758,0,🔴 ALERT
1,72,249,0.05168265991481957,0,🟢 OK
1,73,248,0.06375637281091695,0,🟢 OK
1,74,247,0.05714980593497743,0,🟢 OK
1,75,246,0.055758188397901254,0,🟢 OK
1,76,245,0.04356062077482281,0,🟢 OK
1,77,244,0.035719174473328785,0,🟢 OK
1,78,243,0.04579641583119071,0,🟢 OK
1,79,242,0.04218809124326367,0,🟢 OK
1,80,241,0.03232384994707882,0,🟢 OK
1,81,240,0.03191973155790229,0,🟢 OK
1,82,239,0.020342178008715073,0,🟢 OK
1,83,238,0.034749925378555147,0,🟢 OK
1,84,237,0.026209187693758407,0,🟢 OK
1,85,236,0.027559410533051942,0,🟢 OK
1,86,235,0.04816705896199025,0,🟢 OK
1,87,234,0.05871056951031828,0,🟢 OK
1,88,233,0.051335678374599736,0,🟢 OK
1,89,232,0.049993833846492364,0,🟢 OK
1,90,231,0.05246563497086176,0,🟢 OK
1,91,230,0.07202845062037733,0,🟢 OK
1,92,229,0.06530449542374822,0,🟢 OK
1,93,228,0.04544603279749754,0,🟢 OK
1,94,227,0.05900191404938854,0,🟢 OK
1,95,226,0.05173519021322198,0,🟢 OK
1,96,225,0.05327756360164321,0,🟢 OK
1,97,224,0.04445259405294327,0,🟢 OK
1,98,223,0.040402869980162126,0,🟢 OK
1,99,222,0.037335543582686315,0,🟢 OK
1,100,221,0.036050979895108026,0,🟢 OK
1,101,220,0.037104572554499726,0,🟢 OK
1,102,219,0.05854069580905524,0,🟢 OK
1,103,218,0.06710610076863227,0,🟢 OK
1,104,217,0.07744219267336827,0,🟢 OK
1,105,216,0.07807643638871437,0,🟢 OK
1,106,215,0.05789913678550185,0,🟢 OK
1,107,214,0.061445903148307446,0,🟢 OK
1,108,213,0.06156379378908028,0,🟢 OK
1,109,212,0.058152745242788406,0,🟢 OK
1,110,211,0.06715503306389736,0,🟢 OK
1,111,210,0.057863154025644736,0,🟢 OK
1,112,209,0.061718569701050885,0,🟢 OK
1,113,208,0.05075305090567306,0,🟢 OK
1,114,207,0.0448944475937228,0,🟢 OK
1,115,206,0.04415136733864311,0,🟢 OK
1,116,205,0.0467226989674599,0,🟢 OK
1,117,204,0.04872256882308701,0,🟢 OK
1,118,203,0.04003265176514387,0,🟢 OK
1,119,202,0.033039013808122575,0,🟢 OK
1,120,201,0.02245535318059566,0,🟢 OK
1,121,200,0.01509689528006286,0,🟢 OK
1,122,199,0.021080361087341737,0,🟢 OK
1,123,198,0.032167207464934955,0,🟢 OK
1,124,197,0.013624326667534936,0,🟢 OK
1,125,196,0.02279009484902139,0,🟢 OK
1,126,195,0.02913655872400317,0,🟢 OK
1,127,194,0.04359652664816327,0,🟢 OK
1,128,193,0.04493061189280961,0,🟢 OK
1,129,192,0.04552708967993924,0,🟢 OK
1,130,191,0.04550050935546773,0,🟢 OK
1,131,190,0.04522037880798235,0,🟢 OK
1,132,189,0.05108101372389007,0,🟢 OK
1,133,188,0.050816829908991334,0,🟢 OK
1,134,187,0.07214302952472224,0,🟢 OK
1,135,186,0.062128459327401464,0,🟢 OK
1,136,185,0.05096419244068939,0,🟢 OK
1,137,184,0.05606388678822599,0,🟢 OK
1,138,183,0.05104362151928715,0,🟢 OK
1,139,182,0.06390700790687143,0,🟢 OK
1,140,181,0.04380187463146029,0,🟢 OK
1,141,180,0.044737574206542674,0,🟢 OK
1,142,179,0.053572698288460674,0,🟢 OK
1,143,178,0.06062699365236979,0,🟢 OK
1,144,177,0.05282309009337294,0,🟢 OK
1,145,176,0.0677040927710964,0,🟢 OK
1,146,175,0.06283468116337515,0,🟢 OK
1,147,174,0.053416606389992405,0,🟢 OK
1,148,173,0.07952178458772269,0,🟢 OK
1,149,172,0.07594732008421123,0,🟢 OK
1,150,171,0.03618229440200116,0,🟢 OK
1,151,170,0.04758174792612857,0,🟢 OK
1,152,169,0.06527718859311499,0,🟢 OK
1,153,168,0.0455745682454452,0,🟢 OK
1,154,167,0.034853740660480914,0,🟢 OK
1,155,166,0.04070047894231843,0,🟢 OK
1,156,165,0.03739555590016602,0,🟢 OK
1,157,164,0.042878503357659914,0,🟢 OK
1,158,163,0.04805129929286428,0,🟢 OK
1,159,162,0.03679433228870854,0,🟢 OK
1,160,161,0.06267220141876106,0,🟢 OK
1,161,160,0.0686046119815496,0,🟢 OK
1,162,159,0.061051491604221464,0,🟢 OK
1,163,158,0.04994465643115953,0,🟢 OK
1,164,157,0.0696539298955125,0,🟢 OK
1,165,156,0.061135395502723455,0,🟢 OK
1,166,155,0.057714389039623004,0,🟢 OK
1,167,154,0.0612092818081284,0,🟢 OK
1,168,153,0.05502329565448005,0,🟢 OK
1,169,152,0.0683189089090761,0,🟢 OK
